StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q139,Q229,Q200_First Click,Q200_Last Click,Q200_Page Submit,Q200_Click Count,Q230,Q202_First Click,Q202_Last Click,Q202_Page Submit,Q202_Click Count,Q147,Q22,Q19,Q142,Q21,Q206,Q207,Q208,Q209,Q210,Q213,Q214,Q215,Q216,Q217,Q193,Q170,Q164,Q143,Q144,Q220,Q221,Q223,Q224,Q122,Q123,Q124,Q125,Q126,Q127,Q128,Q129,Q130,Q172,Q174,Q176,Q178,Q180,Q182,Q184,Q186,Q188,Q190,Q192,Q194,Q196,Q198,Q200,Q202,Q204,SC0,SC1,SC2,SC3,SC4,SC5,confirmation_code,treatment_group,Comprehension score1,Enter Embedded Data Field Name Here...,Comprehension score2,Comprehension score3,ins_code,no_ins_code,LotteryQuiz1,LotteryQuiz2,LotteryQuiz3
2017-09-20 10:32:31,2017-09-20 11:07:43,IP Address,160.3.12.25,100,2112,True,2017-09-20 11:07:43,R_8cXCN8xQR6ir8fb,,,,,32.703796386719,-109.65579986572,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,18.955,1066.969,1069.06,11,True,$0.50,True,10,No,,,,,,,,,,,A3D3NEQ158WUB0,,51191,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,37,White or Caucasian,Not Hispanic or Latino,5,United States,AZ Arizona,85531,Nothing,I've read or talked about drought at least once before,4,No,"$30,000 to $44,999",Associate degree,,Half the time I vote for Democrats and half the time I vote for Republicans,No,7,0,0,2,0,0,33495,no_ins,5,,,,,2591471,2,,
2017-09-20 10:23:31,2017-09-20 11:09:02,IP Address,45.36.92.189,100,2731,True,2017-09-20 11:09:02,R_6xMHTgDPQcXPJAh,,,,,35.989898681641,-79.698402404785,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,1111.884,1111.884,1113.099,1,True,$0.50,True,5,No,True,$0.50,True,10,Yes,True,$0.50,True,10,No,ASTR3EPUOKEXV,,96110,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery B: 20% chance of winning $3.85, 80% chance of winning $0.10","Lottery B: 30% chance of winning $3.85, 70% chance of winning $0.10","Lottery B: 40% chance of winning $3.85, 60% chance of winning $0.10","Lottery B: 50% chance of winning $3.85, 50% chance of winning $0.10","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,27,Other,Not Hispanic or Latino,5,United States,NC North Carolina,27403,Nothing,Nothing,1 (No Impact),No,"$75,000 to $89,999",Associate degree,,"I am eligible, but I never vote",No,15,4,5,2,0,0,81347,no_ins,4,,4,5,,2751459,2,,
2017-09-20 10:28:30,2017-09-20 11:11:01,IP Address,72.221.76.50,100,2551,True,2017-09-20 11:11:01,R_0upnIt3HcxXIrHf,,,,,41.854507446289,-71.437797546387,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,60.149,989.706,990.63,3,,,,,,True,$0,True,10,No,True,$0.50,True,10,No,,,,,,AWRRXY5ZCJM03," 63509",,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,34,White or Caucasian,Not Hispanic or Latino,5,United States,RI Rhode Island,02904,Nothing,I've read or talked about drought at least once before,2,No,"$45,000 to $59,999","High school diploma or equivalent ",,I am not eligible to vote,Yes,11,5,0,2,0,0,59274,ins,4,,5,,1764020,,2,,
2017-09-20 10:46:37,2017-09-20 11:13:25,IP Address,162.226.190.29,100,1608,True,2017-09-20 11:13:25,R_ernDfNqHjMtzMk5,,,,,33.870300292969,-117.92530059814,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,220.492,226.827,227.07799999999997,3,True,$0.50,True,10,No,,,,,,,,,,,A0017268R9SKD8U2Y3F,,47730,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery B: 50% chance of winning $3.85, 50% chance of winning $0.10","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,25,White or Caucasian,Hispanic or Latino,5,United States,CA California,92832,Nothing,I've read or talked about drought at least once before,5,No,"$30,000 to $44,999","High school diploma or equivalent ",,"I nearly always vote for Democrats ",Yes,7,0,0,2,0,0,78202,no_ins,5,,,,,2404264,2,,
2017-09-20 10:10:39,2017-09-20 11:14:41,IP Address,71.15.105.244,100,3842,True,2017-09-20 11:14:41,R_09CtpmTvdYdNvU1,,,,,32.749206542969,-97.220497131348,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,1128.585,1128.585,1131.61,1,,,,,,True,$0,True,10,No,True,$0.50,True,5,No,True,$0.50,True,10,No,A1OPSHV7LWGBUY,53755,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Male,36,White or Caucasian,Not Hispanic or Latino,5,United States,TX Texas,76112,Nothing,I've read or talked about drought at least once before,1 (No Impact),No,"$60,000 to $74,999","High school diploma or equivalent ",,"I vote for Democrats more often than ",No,15,4,5,2,0,0,90076,ins,4,,4,5,1687727,,2,,
2017-09-20 10:33:30,2017-09-20 11:17:43,IP Address,198.255.236.232,100,2653,True,2017-09-20 11:17:43,R_1Fv637gtvHg5rCZ,,,,,43.658905029297,-70.261497497559,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,74.825,727.649,773.847,5,,,,,,True,$0.50,True,10,No,,,,,,,,,,,AEI5USUUPBU2G,68789,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,32,White or Caucasian,Not Hispanic or Latino,5,United States,ME Maine,04101,I've read or talked about cattle ranching at least once before,I am familiar with drought,2,No,"$75,000 to $89,999",Bachelors degree,,"I nearly always vote for Democrats ",Yes,7,0,0,2,0,0,50720,ins,5,,,,1538040,,2,,
2017-09-20 10:48:28,2017-09-20 11:23:59,IP Address,24.131.61.204,100,2131,True,2017-09-20 11:24:00,R_1YPOkGFMC79CEAZ,,,,,33.918792724609,-84.067802429199,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,291.257,291.257,292.602,1,,,,,,True,$0,True,10,No,True,$1,True,10,No,True,$0.50,True,10,No,A28ZPY6D5AS7GZ,17508,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery B: 20% chance of winning $3.85, 80% chance of winning $0.10","Lottery B: 30% chance of winning $3.85, 70% chance of winning $0.10","Lottery B: 40% chance of winning $3.85, 60% chance of winning $0.10","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,45,White or Caucasian,Not Hispanic or Latino,5,United States,GA Georgia,30062,Nothing,Nothing,4,No,"$60,000 to $74,999","High school diploma or equivalent ",,I nearly always vote for Republicans,No,15,4,5,2,0,0,50814,ins,4,,4,5,1623326,,2,,
2017-09-20 10:24:48,2017-09-20 11:24:29,IP Address,68.49.244.98,100,3581,True,2017-09-20 11:24:29,R_eR5mGz7t16MjgZD,,,,,42.239898681641,-83.150802612305,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,79.074,657.658,659.275,4,,,,,,True,$5.50,True,10,No,True,$0.50,True,10,No,,,,,,A2F93SIUUV5HQH,83852,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,31,White or Caucasian,Not Hispanic or Latino,5,United States,MI Michigan,48043,Nothing,I've read or talked about drought at least once before,2,No,"Less than $15,000","High school diploma or equivalent ",,"I vote for Democrats more often than ",Yes,11,5,0,2,0,0,91581,ins,4,,5,,1532478,,2,,
2017-09-20 11:02:24,2017-09-20 11:24:32,IP Address,73.197.156.172,100,1328,True,2017-09-20 11:24:32,R_bNLIxn7sNmUrbdr,,,,,39.636505126953,-74.802398681641,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,581.566,581.566,583.411,1,True,$0.50,True,10,No,,,,,,,,,,,A2WQT33K6LD9Z5,,36514,10,All will be used,None,My favorite lottery will be used,10,One lottery will be randomly selected,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Male,29,White or Caucasian,,5,United States,NJ New Jersey,08037,Nothing,I've read or talked about drought at least once before,7 (Major Impact),No,"$90,000 to $104,999","High school diploma or equivalent ",,"I am eligible, but I never vote",Yes,8,0,0,1,0,2,54293,no_ins,5,,,,,2248342,1,0,2
2017-09-20 10:06:37,2017-09-20 11:26:24,IP Address,47.186.68.98,100,4787,True,2017-09-20 11:26:24,R_b9sqdInyDTuQJMx,,,,,33.016204833984,-96.538200378418,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,1308.266,1308.266,1309.936,1,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A1DJMP2Z8U322S," 68764",,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,43,White or Caucasian,Hispanic or Latino,5,United States,TX Texas,75098,Nothing,I've read or talked about drought at least once before,3,No,"$105,000 to $149,999",Bachelors degree,,I nearly always vote for Republicans,Yes,7,0,0,2,0,0,50626,ins,5,,,,1913260,,2,,
2017-09-20 10:54:04,2017-09-20 11:26:43,IP Address,70.162.241.216,100,1959,True,2017-09-20 11:26:43,R_2mGjkkIcOPyGpWR,,,,,33.306198120117,-111.84130096436,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,1107.974,1109.233,1110.701,3,True,$5.50,True,10,No,True,$0.50,True,10,No,,,,,,A2551EKB87S2XY,,29342,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery B: 50% chance of winning $3.85, 50% chance of winning $0.10","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,35,Asian,Not Hispanic or Latino,5,United States,AZ Arizona,85286,Nothing,I've read or talked about drought at least once before,3,No,"$30,000 to $44,999",Bachelors degree,,"I vote for Democrats more often than ",Yes,11,5,0,2,0,0,45946,no_ins,4,,5,,,2597924,2,,
2017-09-20 10:49:00,2017-09-20 11:26:46,IP Address,75.109.232.115,100,2266,True,2017-09-20 11:26:46,R_0CaWhNBNmP1COKF,,,,,38.177093505859,-81.552299499512,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,1111.193,1111.193,1112.026,1,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A3UEJQ4EJB9DBD,97450,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,52,White or Caucasian,Not Hispanic or Latino,5,United States,WV West Virginia,25301,I've read or talked about cattle ranching at least once before,I am familiar with drought,2,No,"$15,000 to $29,999",Bachelors degree,,"I vote for Democrats more often than ",Yes,7,0,0,2,0,0,38241,ins,5,,,,1214242,,2,,
2017-09-20 10:20:59,2017-09-20 11:33:27,IP Address,70.106.211.92,100,4348,True,2017-09-20 11:33:27,R_eaLCgekjdw0xA1f,,,,,38.999496459961,-77.528602600098,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,1226.508,1226.508,1229.057,1,,,,,,True,$0.50,True,10,No,,,,,,,,,,,AT5P2JKIUHFYP,59382,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,52,White or Caucasian,,5,United States,VA Virginia,22033,Nothing,I've read or talked about drought at least once before,2,No,"$60,000 to $74,999",Bachelors degree,,"I nearly always vote for Democrats ",No,7,0,0,2,0,0,80068,ins,5,,,,1808466,,2,,
2017-09-20 10:29:52,2017-09-20 11:34:33,IP Address,108.247.115.21,100,3881,True,2017-09-20 11:34:33,R_3HPWe0uGAmhucsZ,,,,,33.735794067383,-118.29229736328,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,42.588,63.428,85.716,3,,,,,,True,$0.50,True,10,No,,,,,,,,,,,AUOLR6JOD7STS,83403,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,49,White or Caucasian,Hispanic or Latino,5,United States,CA California,90731,Nothing,I've read or talked about drought at least once before,4,No,"Less than $15,000","High school diploma or equivalent ",,"I vote for Republicans more often than I vote for Democrats ",No,7,0,0,2,0,0,41679,ins,5,,,,1337227,,2,,
2017-09-20 10:52:31,2017-09-20 11:35:26,IP Address,104.5.181.8,100,2575,True,2017-09-20 11:35:26,R_blpJmumBgYQlsax,,,,,41.58430480957,-87.373100280762,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,1120.329,1120.329,1122.538,1,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A3W2YF5RJ6R01N,91185,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,57,White or Caucasian,Not Hispanic or Latino,5,United States,,46408,Nothing,I've read or talked about drought at least once before,5,No,"$15,000 to $29,999","High school diploma or equivalent ",,Half the time I vote for Democrats and half the time I vote for Republicans,No,7,0,0,2,0,0,67954,ins,5,,,,1207127,,2,,
2017-09-20 10:46:48,2017-09-20 11:36:58,IP Address,50.25.83.145,100,3010,True,2017-09-20 11:36:58,R_cMc2twPGvb7W8Lj,,,,,35.16130065918,-101.87899780273,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,7.751,7.751,2.127,1,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A1DJDT4B5B19Q2," 35622",,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery B: 40% chance of winning $3.85, 60% chance of winning $0.10","Lottery B: 50% chance of winning $3.85, 50% chance of winning $0.10","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,38,White or Caucasian,Not Hispanic or Latino,5,United States,TX Texas,79101,Nothing,I am familiar with drought,1 (No Impact),No,"$15,000 to $29,999","High school diploma or equivalent ",,"I nearly always vote for Democrats ",Yes,7,0,0,2,0,0,40832,ins,5,,,,1015752,,2,,
2017-09-20 10:56:32,2017-09-20 11:45:10,IP Address,72.23.112.5,100,2918,True,2017-09-20 11:45:10,R_eIC44cPy0x2lioB,,,,,40.07600402832,-79.919403076172,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,1143.544,1143.544,1160.961,1,True,$0,True,10,No,True,$0.50,True,10,No,,,,,,ACVEFRSUAPSEQ,,53758,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Female,47,White or Caucasian,Not Hispanic or Latino,5,United States,PA Pennsylvania,15477,Nothing,Nothing,1 (No Impact),Yes,"$15,000 to $29,999","High school diploma or equivalent ",,I nearly always vote for Republicans,No,11,5,0,2,0,0,59988,no_ins,4,,5,,,2302738,2,,
2017-09-20 11:10:44,2017-09-20 11:45:40,IP Address,99.104.153.28,100,2096,True,2017-09-20 11:45:40,R_3yYK8LLS7SQ0eWh,,,,,35.252304077148,-97.460296630859,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,10.957,904.914,906.178,3,,,,,,True,$0.50,True,10,No,,,,,,,,,,,AV5Z0FXAJY9RT,86846,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Female,28,White or Caucasian,Not Hispanic or Latino,5,United States,OK Oklahoma,73071,Nothing,I've read or talked about drought at least once before,2,No,"$45,000 to $59,999","High school diploma or equivalent ",,"I nearly always vote for Democrats ",Yes,7,0,0,2,0,0,62198,ins,5,,,,1785092,,2,,
2017-09-20 10:06:49,2017-09-20 11:47:14,IP Address,73.102.68.232,100,6025,True,2017-09-20 11:47:14,R_8fgU7che6jeS5tH,,,,,40.153793334961,-85.621299743652,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,1085.151,1085.981,1087.098,2,True,$0.50,True,10,No,,,,,,,,,,,AAJ1ZQECDZBEE,,89765,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Male,41,White or Caucasian,Not Hispanic or Latino,5,United States,IN Indiana,46064,Nothing,I've read or talked about drought at least once before,3,No,"$60,000 to $74,999",Bachelors degree,,I vote for Republicans,No,7,0,0,2,0,0,89966,no_ins,5,,,,,2722653,2,,
2017-09-20 11:00:54,2017-09-20 11:52:57,IP Address,75.39.195.166,100,3123,True,2017-09-20 11:52:57,R_eXN6QWKk9KCFIu9,,,,,36.101303100586,-94.269996643066,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,640.886,1055.269,1058.885,2,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A3H32595TVJ34Q,86643,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,31,White or Caucasian,Not Hispanic or Latino,5,United States,AR Arkansas,72704,Nothing,I've read or talked about drought at least once before,7 (Major Impact),No,"$30,000 to $44,999","High school diploma or equivalent ",,"I nearly always vote for Democrats ",No,7,0,0,2,0,0,45765,ins,5,,,,1590954,,2,,
2017-09-20 10:57:18,2017-09-20 11:54:12,IP Address,172.73.117.234,100,3414,True,2017-09-20 11:54:12,R_6tmPCw9sTimL9Fr,,,,,35.362503051758,-81.574096679688,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,14.925,957.502,958.723,2,True,$5.50,True,10,No,True,$0.50,True,10,No,,,,,,A3JZS32RQUWGJM,," 71320",10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,38,White or Caucasian,Not Hispanic or Latino,5,United States,NC North Carolina,28139,I've read or talked about cattle ranching at least once before,I've read or talked about drought at least once before,3,No,"$45,000 to $59,999","Trade school degree or certificate ",,"I nearly always vote for Democrats ",Yes,11,5,0,2,0,0,31222,no_ins,4,,5,,,2416411,2,,
